V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-1.429208446,1.336051044,-0.783374751,-0.389161305,-0.936147093,0.46839075,0.67938543,-1.212516817,-1.64311754,0.399939303
-1.914156039,-1.496380748,-1.249114613,0.641521376,0.432839873,-1.97846929,-3.119204977,-0.005974274,-1.264520451,0.304754761
0.922557329,1.765165713,1.318263473,-0.381581017,0.905577423,-1.406121578,1.216171914,0.569483926,0.9725436,1.020091095
1.661682634,-0.196397043,-1.102163265,0.742122122,0.356851141,-0.836079743,2.657206612,-0.02760376,1.97831158,-0.532214757
0.245166145,-0.609319664,1.268481423,-0.683127798,-1.210437306,1.876138635,0.292881013,-1.613948506,1.469306028,0.243638868
-0.436260359,0.6259554,0.24088228,-0.686211513,-0.898273974,1.992023877,-2.20902307,1.606627511,0.814359803,0.132660967
-0.65572878,-0.422688705,0.267184618,-0.526782614,0.710580591,7.81E-05,-1.150689481,-2.106244741,-0.485439063,1.520292257
-0.018443409,1.303530096,0.060713743,1.711537652,0.611968048,2.088861344,-0.847227591,0.34649143,0.216929448,-0.385964667
1.355268729,0.358390172,1.614396798,0.521969965,-1.121517933,0.92901412,-0.784322841,-0.409430444,-1.40961986,-0.399054968
-0.193676843,-0.873157591,0.042964513,0.369095341,-0.502802117,1.352276184,-0.875216615,0.016889569,-0.161138115,0.290017173
1.560543188,2.521390207,2.394279927,0.311317629,1.47099025,1.086362501,-0.054940135,-1.888307523,-2.051277978,-0.363555609
0.275761942,1.750679098,-0.487919698,1.434166718,-0.442559979,1.303469892,1.547860458,1.3550552,-0.061855042,-0.116368224
0.384925677,0.338353305,-1.333538371,1.553544766,1.745139091,0.90237105,-0.452928015,-2.626394613,-0.831486735,0.807545107
-1.055069864,0.872087306,-0.223135546,-0.135913008,1.397761116,1.466136967,0.224474767,1.492198217,-0.133342773,0.21941854
-0.20024959,-1.72014829,-0.34682255,0.625687379,-1.714452727,1.337593215,-1.005980767,0.428116982,-1.244553126,0.304798874
-0.019203353,1.368385363,-0.550463378,0.82722397,2.127873408,0.696145911,0.10119246,-0.05663401,-0.287895931,-0.874172168
-0.742708353,-0.102003307,0.275061788,1.79274699,0.958855288,-0.646428109,-1.425311225,-0.274749982,-1.174025003,-1.756687366
0.87149566,-0.75237973,1.216788789,1.233781449,-0.042838802,0.906630685,1.107978329,-0.261664156,0.571434791,0.42669417
-0.257972976,-0.636301577,-0.389345886,-1.162549804,1.025935313,0.917747168,-0.762933191,-0.913523694,-0.02608431,0.492703665
-0.980128054,0.502096793,-1.210460631,-0.280015045,1.205928387,0.02874113,1.20821314,-0.911905327,-0.386599816,-2.138623933
-0.286781063,1.012045389,0.228157772,0.388667208,0.330383244,0.140979443,-0.450337896,0.168241991,-0.207337069,0.27953959
-0.778113687,-0.40101634,-0.492130891,0.647462012,-0.480842655,0.667099497,-1.101897064,1.316818353,-0.117526043,0.068600329
1.783229753,-0.920127995,0.095848556,0.070412186,-0.565353461,0.20716152,-0.07560858,-1.483826952,0.196618673,0.457969794
-0.270192186,0.186918018,-0.788362466,2.281614998,-1.593271209,0.083737598,2.312809678,-1.385993405,1.884385288,0.423767902
-0.559460953,0.118796115,0.832253441,0.71861076,-0.389368726,1.396309138,-0.044529594,1.631175039,0.196125135,0.11936122
0.39341184,0.170835666,0.604375075,-0.224479222,-0.462659344,-0.645119171,0.420789254,0.518817474,-0.265559319,0.704675149
-0.07150942,-1.433479703,0.471432628,-0.910476072,0.988175443,-0.260800458,-0.598975788,-0.933311543,-1.218396506,-1.031218357
-1.498016307,1.342450753,-0.817227072,1.48119447,-1.053617323,-0.916221683,-0.054082948,0.80442578,0.407885751,-0.253775911
-1.875512227,-0.661182287,-0.075595003,1.123790102,1.585671725,-0.300447161,1.321510785,-0.075147956,-0.93540038,0.732957484
-0.361683854,-0.890067134,-0.406282348,-0.144552075,-1.024866738,0.69810141,-0.446867869,1.368030446,-0.525404744,-1.637624227
-0.024234055,-1.106578691,1.281783211,-0.738960273,1.326095597,0.2007455,-0.346776756,-0.271570256,0.182279873,-2.355171183
-0.354967192,0.539225155,0.062580692,0.431644137,-0.456818768,1.966700297,1.385227035,2.304416878,0.331778388,-0.169418855
-0.509184336,-1.23172035,-0.670885633,0.521848168,0.779835962,-0.052884895,-1.309672699,0.331213271,-1.236573419,0.475457523
2.713542586,-0.231980192,-0.243926725,0.031829813,-2.045558766,-1.831496338,0.924598476,0.170380997,0.188291795,0.088697901
-1.069919955,-1.376438082,-0.557692002,0.601834434,-0.572569598,1.13872493,0.290368015,0.004012025,-0.77163371,0.243847101
0.754759581,-0.237927224,-0.555772882,0.430588,0.190692792,-0.509295973,-0.27685093,0.100759714,-0.661019083,-0.094536873
